profile,id,label
core_10-0-0-fd57a64,collectionobject.objectProductionPersonRole,Object Production Information > Production person role
core_10-0-0-fd57a64,collectionobject.objectProductionOrganization,Object Production Information > Production organization
core_10-0-0-fd57a64,collectionobject.objectProductionOrganizationRole,Object Production Information > Production organization role
core_10-0-0-fd57a64,collectionobject.objectProductionNote,Object Production Information > Production note
core_10-0-0-fd57a64,collectionobject.assocActivity,Object History and Association Information > Associations > Associated activity
core_10-0-0-fd57a64,collectionobject.assocActivityType,Object History and Association Information > Associations > Associated activity type
core_10-0-0-fd57a64,collectionobject.assocActivityNote,Object History and Association Information > Associations > Associated activity note
core_10-0-0-fd57a64,collectionobject.assocObject,Object History and Association Information > Associations > Associated object
core_10-0-0-fd57a64,collectionobject.assocObjectType,Object History and Association Information > Associations > Associated object type
core_10-0-0-fd57a64,collectionobject.assocObjectNote,Object History and Association Information > Associations > Associated object note
core_10-0-0-fd57a64,collectionobject.assocConcept,Object History and Association Information > Associations > Associated concept
core_10-0-0-fd57a64,collectionobject.assocConceptType,Object History and Association Information > Associations > Associated concept type
core_10-0-0-fd57a64,collectionobject.assocConceptNote,Object History and Association Information > Associations > Associated concept note
core_10-0-0-fd57a64,collectionobject.assocCulturalContext,Object History and Association Information > Associations > Associated cultural affinity
core_10-0-0-fd57a64,collectionobject.assocCulturalContextType,Object History and Association Information > Associations > Associated cultural affinity type
core_10-0-0-fd57a64,collectionobject.assocCulturalContextNote,Object History and Association Information > Associations > Associated cultural affinity note
core_10-0-0-fd57a64,collectionobject.assocOrganization,Object History and Association Information > Associations > Associated organization
core_10-0-0-fd57a64,collectionobject.assocOrganizationType,Object History and Association Information > Associations > Associated organization type
core_10-0-0-fd57a64,collectionobject.assocOrganizationNote,Object History and Association Information > Associations > Associated organization note
core_10-0-0-fd57a64,collectionobject.assocPeople,Object History and Association Information > Associations > Associated people
core_10-0-0-fd57a64,collectionobject.assocPeopleType,Object History and Association Information > Associations > Associated people type
core_10-0-0-fd57a64,collectionobject.assocPeopleNote,Object History and Association Information > Associations > Associated people note
core_10-0-0-fd57a64,collectionobject.assocPerson,Object History and Association Information > Associations > Associated person
core_10-0-0-fd57a64,collectionobject.assocPersonType,Object History and Association Information > Associations > Associated person type
core_10-0-0-fd57a64,collectionobject.assocPersonNote,Object History and Association Information > Associations > Associated person note
core_10-0-0-fd57a64,collectionobject.assocPlace,Object History and Association Information > Associations > Associated place
core_10-0-0-fd57a64,collectionobject.assocPlaceType,Object History and Association Information > Associations > Associated place type
