status,fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
new,anthro collectionobject ext.locality fieldLocState,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.fieldLocState,Locality Information,Locality,State,localityGroupList > localityGroup,fieldLocState,string,n,n,y,option list: states,"'Eua, AK, AL, ALB, AR, ARIZ, AZ, AZ Territory, Aamzonas, Acre, Alajuela, Alajuelo, Alberta, Alger, Alta Verapaz, Amazonas, Ancash, Anhui, Antioquia, Antofagasta, Apurimac, Aragua, Araucania, Arequipa, Artigas, Atacama, Atlantida, Ayacucho, Azuay, B.C.S., BCS, BN, Bac Phan, Bahia, Baja California, Baja California Sur, Baja Verapaz, Baleares, Baluchistan, Banguey Island, Barinas, Benguet, Binh Tri Thien, Tinh, Biobio, Regio del, Bismarck Archipelago, Bohol, Bolivar, Boyaca, British Columbia, Brunei, Buenos Aires, Bulacan, CA, CHI, CO, CO Territory, COCA, COL, COP, CT, Cajamarca, Campeche, Canar, Cape Province, Carchi, Caroline Islands, Cartago, Cascajal, Cataluna, Cauca, Cebu, Central, Chalatenango, Chia, Chiang Mai, Changwat, Chiapas, Chihuahua, Chimaltenango, Chimborazo, Chinandega, Chiriqui, Chontales, Chupadero, Chuquisaca, Coahuila, Cochabamba, Cocle, Colima, Comayagua, Concepcion, Coquimbo, Cordoba, Cortes, Costa, Cotopaxi, Cundinamarca, Cuzco, DE, DUR, Darien, Dept. La e, Dept. Mag, Distrito Federal, Durango, East Malaysia, East Sepik, Eastern Division, Eastern Divsion, El Progreso, Esmeraldas, Esteli, FL, Florida, Fujian, GA, GRO, GUAM, Gansu, Goias, Golestan, Granada, Guanacaste, Guanajuato, Guangdong, Guatemala, Guayas, Guerrero, Guizhou, HI, Ha Bach, Tinh, Hainan, Halland, Hamadan, Heidelberg, Heredia, Hidalgo, Honshu, Huancabamba, Huancavelica, Huanuco, Hubei, Huehuetena, Huehuetenango, Humacao, IA, ID, IL, IN, Idaho, Insular, Ipiros, Iqnique Province, Iringa, Isabela, Izabel, JAL, Jalisco, Jalsico, Jawa Timur, Jiangsu, Jujuy, Junin, KS, KY, Kangean, Khorasan Province, Kkanh Hoa, KwaZulu-Natal, LA, LASAN, La Habana, La Libertad, La Paz, La Vega, Lambayeque, Las Villas, Leon, Lima, Limon, Loja, Loreto, Luzon, MA, MD, ME, MI, MIC, MICH, MN, MO, MON, MS, MT, MX, Madre de Dios, Magdalena, Maldonado, Manabi, Manitoba, Mariana Islands, Mato Grosso, Matto Grosso, Mayaguez, Mazandaran, Merida, Meta, Mexico, Michoacan, Minas Gerais, Mindanao, Misiones, Montevideo, Morazan, Morelos, N. Segovia, NAY, NC, ND, NE, NH, NJ, NL, NM, NM-TX, NV, NY, Narino, Nayarit, Neuvo Leon, Nevada, New Brunswick, New South Wales, Newfoundland, Nord, Norte, Norte de Santander, North Ayrshire, Northeastern, Northern, Northern Division, Northern Territory, Northwest Frontier, Northwest Territories, Nova Scotia, Nuevo Leon, Nunavut, O, OH, OK, OR, OR (?), OR or WA, Oaxaca, Ontario, Oregon, Oriente, Otuzco, PA, PE, PMG, PRE, PUE, Palawan, Panama, Panay, Paraguari, Parana, Paris, Pasco, Pataz, Peloponnisos, Peten, Pichincha, Piura, Pohnpei, Pomeroon-Supernaam, Portuguesa, Potosi, Prince Edward Island, Puebla, Puerto Rico, Puno, Puntarenas, Quang Ngai, Quebec, Queensland, Quezaltenango, Quezon, Quiche, RI, Rio de Janeiro, Rizal, S Catarina, S L Potosi, S.L. Potos, SC, SD, SIN, SL Potosi, SON, Sabah, Salta, Samar, San Blas, San Jose, San Luis, San Luis Potosi, San Luis a, San Martin, San Miguel, San Pedro, Santa Barbara, Santa Catarina, Santa Cruz, Santander, Santiago, Region Met, Sao Paulo, Sarawak, Saskatchewan, Savaii Island, Scotland, Semnan, Seybo, Sichuan, Sierra, Sinaloa, Societe, Iles de la, Societe, Isles de la, Sonora, Sonsonate, South Australia, Southern Cook Island, St. Andrew, St. Croix, Stann Creek, Sulu, Sumatera, TAB, TAM, TN, TX, TX , TX-NM, Tabasco, Tachira, Tacna, Tamaulipas, Tarank Province, Tarija, Tarma, Tasmania, Tehran, Tierra del Fuego, Tlaxcala, Toledo, Tongatapu, Trelawny, Trujillo, Tuamotu, Archipel de, Tubuai, Iles, Tucuman, Tutuila Island, UT, Unknown, Upolu Island, Utah, VA, VT, Valle, Valparaiso, Vaupes, Veracruz, Verguas, Victoria, WA, WA Territory, WAS, WI, WN, WV, WY, Wales, Western Australia, Western Cape, Wyoming, Xizang, Yaracuy, Yoro, Yucatan, Yukon Territory, Yunnan, Zacatecas, Zhejiang, Zulia, w TX to NM, w. TX - El Paso, NM, w. TX - El Paso,NM"
old,anthro collectionobject ext.locality fieldLocState,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.fieldLocState,Locality Information,"",State,localityGroupList > localityGroup,fieldLocState,string,n,n,y,option list: states,"'Eua, AK, AL, ALB, AR, ARIZ, AZ, AZ Territory, Aamzonas, Acre, Alajuela, Alajuelo, Alberta, Alger, Alta Verapaz, Amazonas, Ancash, Anhui, Antioquia, Antofagasta, Apurimac, Aragua, Araucania, Arequipa, Artigas, Atacama, Atlantida, Ayacucho, Azuay, B.C.S., BCS, BN, Bac Phan, Bahia, Baja California, Baja California Sur, Baja Verapaz, Baleares, Baluchistan, Banguey Island, Barinas, Benguet, Binh Tri Thien, Tinh, Biobio, Regio del, Bismarck Archipelago, Bohol, Bolivar, Boyaca, British Columbia, Brunei, Buenos Aires, Bulacan, CA, CHI, CO, CO Territory, COCA, COL, COP, CT, Cajamarca, Campeche, Canar, Cape Province, Carchi, Caroline Islands, Cartago, Cascajal, Cataluna, Cauca, Cebu, Central, Chalatenango, Chia, Chiang Mai, Changwat, Chiapas, Chihuahua, Chimaltenango, Chimborazo, Chinandega, Chiriqui, Chontales, Chupadero, Chuquisaca, Coahuila, Cochabamba, Cocle, Colima, Comayagua, Concepcion, Coquimbo, Cordoba, Cortes, Costa, Cotopaxi, Cundinamarca, Cuzco, DE, DUR, Darien, Dept. La e, Dept. Mag, Distrito Federal, Durango, East Malaysia, East Sepik, Eastern Division, Eastern Divsion, El Progreso, Esmeraldas, Esteli, FL, Florida, Fujian, GA, GRO, GUAM, Gansu, Goias, Golestan, Granada, Guanacaste, Guanajuato, Guangdong, Guatemala, Guayas, Guerrero, Guizhou, HI, Ha Bach, Tinh, Hainan, Halland, Hamadan, Heidelberg, Heredia, Hidalgo, Honshu, Huancabamba, Huancavelica, Huanuco, Hubei, Huehuetena, Huehuetenango, Humacao, IA, ID, IL, IN, Idaho, Insular, Ipiros, Iqnique Province, Iringa, Isabela, Izabel, JAL, Jalisco, Jalsico, Jawa Timur, Jiangsu, Jujuy, Junin, KS, KY, Kangean, Khorasan Province, Kkanh Hoa, KwaZulu-Natal, LA, LASAN, La Habana, La Libertad, La Paz, La Vega, Lambayeque, Las Villas, Leon, Lima, Limon, Loja, Loreto, Luzon, MA, MD, ME, MI, MIC, MICH, MN, MO, MON, MS, MT, MX, Madre de Dios, Magdalena, Maldonado, Manabi, Manitoba, Mariana Islands, Mato Grosso, Matto Grosso, Mayaguez, Mazandaran, Merida, Meta, Mexico, Michoacan, Minas Gerais, Mindanao, Misiones, Montevideo, Morazan, Morelos, N. Segovia, NAY, NC, ND, NE, NH, NJ, NL, NM, NM-TX, NV, NY, Narino, Nayarit, Neuvo Leon, Nevada, New Brunswick, New South Wales, Newfoundland, Nord, Norte, Norte de Santander, North Ayrshire, Northeastern, Northern, Northern Division, Northern Territory, Northwest Frontier, Northwest Territories, Nova Scotia, Nuevo Leon, Nunavut, O, OH, OK, OR, OR (?), OR or WA, Oaxaca, Ontario, Oregon, Oriente, Otuzco, PA, PE, PMG, PRE, PUE, Palawan, Panama, Panay, Paraguari, Parana, Paris, Pasco, Pataz, Peloponnisos, Peten, Pichincha, Piura, Pohnpei, Pomeroon-Supernaam, Portuguesa, Potosi, Prince Edward Island, Puebla, Puerto Rico, Puno, Puntarenas, Quang Ngai, Quebec, Queensland, Quezaltenango, Quezon, Quiche, RI, Rio de Janeiro, Rizal, S Catarina, S L Potosi, S.L. Potos, SC, SD, SIN, SL Potosi, SON, Sabah, Salta, Samar, San Blas, San Jose, San Luis, San Luis Potosi, San Luis a, San Martin, San Miguel, San Pedro, Santa Barbara, Santa Catarina, Santa Cruz, Santander, Santiago, Region Met, Sao Paulo, Sarawak, Saskatchewan, Savaii Island, Scotland, Semnan, Seybo, Sichuan, Sierra, Sinaloa, Societe, Iles de la, Societe, Isles de la, Sonora, Sonsonate, South Australia, Southern Cook Island, St. Andrew, St. Croix, Stann Creek, Sulu, Sumatera, TAB, TAM, TN, TX, TX , TX-NM, Tabasco, Tachira, Tacna, Tamaulipas, Tarank Province, Tarija, Tarma, Tasmania, Tehran, Tierra del Fuego, Tlaxcala, Toledo, Tongatapu, Trelawny, Trujillo, Tuamotu, Archipel de, Tubuai, Iles, Tucuman, Tutuila Island, UT, Unknown, Upolu Island, Utah, VA, VT, Valle, Valparaiso, Vaupes, Veracruz, Verguas, Victoria, WA, WA Territory, WAS, WI, WN, WV, WY, Wales, Western Australia, Western Cape, Wyoming, Xizang, Yaracuy, Yoro, Yucatan, Yukon Territory, Yunnan, Zacatecas, Zhejiang, Zulia, w TX to NM, w. TX - El Paso, NM, w. TX - El Paso,NM"
new,anthro collectionobject ext.locality fieldLocCountry,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.fieldLocCountry,Locality Information,Locality,Country,localityGroupList > localityGroup,fieldLocCountry,string,n,n,y,option list: countries,"AD, AE, AI, AL, AO, AQ, AT, AW, AX, AZ, Afghanistan, Algeria, American Samoa, Antigua, Antigua and Barbuda, Argentina, Armenia, Australia, BA, BB, BD, BF, BG, BH, BI, BJ, BL, BQ, BS, BT, BV, BW, BY, Belgium, Belize, Bermuda, Bolivia, Borneo, Brazil, Brunei, CC, CF, CG, CH, CI, CV, CW, CX, CY, CZ, Cambodia, Cameroon, Canada, Chile, China, Colombia, Cook Islands, Costa Rica, Croatia, Cuba, D R Congo, DJ, DM, Denmark, Dominican Republic, EE, EG, EH, ER, ET, Ecuador, El Salvador, Ellas, Equatorial Guinea, Espana, FK, FO, Fiji, Finland, France, GA, GD, GE, GF, GG, GH, GI, GM, GN, GS, GU, GW, Germany, Greenland, Guadeloupe, Guatemala, Guyana, HK, HM, HN, Haiti, Hispaniola, Honduras, IM, IO, IQ, Iceland, India, Indonesia, Iran, Ireland, Israel, Italy, JE, Jamaica, Japan, Jordan, KG, KI, KM, KN, KP, KW, KY, KZ, Kenya, LA, LI, LR, LS, LT, LU, LV, LY, Lebanon, MC, MD, ME, MF, MK, ML, MO, MP, MQ, MR, MS, MT, MU, MV, MZ, Madagascar, Malawi, Malaysia, Marshall Islands, Mexico, Micronesia, Mongolia, Morocco, Myanmar, NE, NF, NG, NR, Namibia, Nepal, Netherlands, Netherlands Antilles, New Caledonia, New Zealand, Nicaragua, Nihon, Niue, Norway, OM, PF, PL, PM, PN, PS, PW, Pakistan, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Polynesia, Polynesie francaise, Portugal, Prathet Thai, Puerto Rico, QA, RO, RS, RW, Republica Dominicana, Reunion, Russia, SA, SG, SJ, SK, SL, SM, SN, SO, SS, ST, SX, SZ, Saint Helena, Saint Lucia, Samoa, Scotland, Seychelles, Slovenia, Solomon Islands, South Africa, South Korea, Spain, Sri Lanka, Sudan, Suriname, Sweden, Syria, TC, TD, TF, TG, TJ, TK, TL, TM, TN, TV, Taiwan, Tanzania, Thailand, Tonga, Trinidad and Tobago, Turkey, UA, UM, USA, UZ, Uganda, United Kingdom, Uruguay, VA, VC, VG, Vanuatu, Venezuela, Viet Nam, Virgin Islands, WF, Western Samoa, YE, YT, ZM, ZW, Zhonghua, unknown"
old,anthro collectionobject ext.locality fieldLocCountry,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.fieldLocCountry,Locality Information,"",Country,localityGroupList > localityGroup,fieldLocCountry,string,n,n,y,option list: countries,"AD, AE, AI, AL, AO, AQ, AT, AW, AX, AZ, Afghanistan, Algeria, American Samoa, Antigua, Antigua and Barbuda, Argentina, Armenia, Australia, BA, BB, BD, BF, BG, BH, BI, BJ, BL, BQ, BS, BT, BV, BW, BY, Belgium, Belize, Bermuda, Bolivia, Borneo, Brazil, Brunei, CC, CF, CG, CH, CI, CV, CW, CX, CY, CZ, Cambodia, Cameroon, Canada, Chile, China, Colombia, Cook Islands, Costa Rica, Croatia, Cuba, D R Congo, DJ, DM, Denmark, Dominican Republic, EE, EG, EH, ER, ET, Ecuador, El Salvador, Ellas, Equatorial Guinea, Espana, FK, FO, Fiji, Finland, France, GA, GD, GE, GF, GG, GH, GI, GM, GN, GS, GU, GW, Germany, Greenland, Guadeloupe, Guatemala, Guyana, HK, HM, HN, Haiti, Hispaniola, Honduras, IM, IO, IQ, Iceland, India, Indonesia, Iran, Ireland, Israel, Italy, JE, Jamaica, Japan, Jordan, KG, KI, KM, KN, KP, KW, KY, KZ, Kenya, LA, LI, LR, LS, LT, LU, LV, LY, Lebanon, MC, MD, ME, MF, MK, ML, MO, MP, MQ, MR, MS, MT, MU, MV, MZ, Madagascar, Malawi, Malaysia, Marshall Islands, Mexico, Micronesia, Mongolia, Morocco, Myanmar, NE, NF, NG, NR, Namibia, Nepal, Netherlands, Netherlands Antilles, New Caledonia, New Zealand, Nicaragua, Nihon, Niue, Norway, OM, PF, PL, PM, PN, PS, PW, Pakistan, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Polynesia, Polynesie francaise, Portugal, Prathet Thai, Puerto Rico, QA, RO, RS, RW, Republica Dominicana, Reunion, Russia, SA, SG, SJ, SK, SL, SM, SN, SO, SS, ST, SX, SZ, Saint Helena, Saint Lucia, Samoa, Scotland, Seychelles, Slovenia, Solomon Islands, South Africa, South Korea, Spain, Sri Lanka, Sudan, Suriname, Sweden, Syria, TC, TD, TF, TG, TJ, TK, TL, TM, TN, TV, Taiwan, Tanzania, Thailand, Tonga, Trinidad and Tobago, Turkey, UA, UM, USA, UZ, Uganda, United Kingdom, Uruguay, VA, VC, VG, Vanuatu, Venezuela, Viet Nam, Virgin Islands, WF, Western Samoa, YE, YT, ZM, ZW, Zhonghua, unknown"
new,anthro collectionobject ext.locality fieldLocHigherGeography,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.fieldLocHigherGeography,Locality Information,Locality,Higher geography,localityGroupList > localityGroup,fieldLocHigherGeography,string,n,n,y,option list: higherGeographies,"North America, pacificocean"
old,anthro collectionobject ext.locality fieldLocHigherGeography,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.fieldLocHigherGeography,Locality Information,"",Higher geography,localityGroupList > localityGroup,fieldLocHigherGeography,string,n,n,y,option list: higherGeographies,"North America, pacificocean"
new,anthro collectionobject ext.locality vLatitude,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vLatitude,Locality Information,Locality,Verbatim latitude,localityGroupList > localityGroup,vLatitude,string,n,n,y,"",""
old,anthro collectionobject ext.locality vLatitude,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vLatitude,Locality Information,"",Verbatim latitude,localityGroupList > localityGroup,vLatitude,string,n,n,y,"",""
new,anthro collectionobject ext.locality vLongitude,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vLongitude,Locality Information,Locality,Verbatim longitude,localityGroupList > localityGroup,vLongitude,string,n,n,y,"",""
old,anthro collectionobject ext.locality vLongitude,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vLongitude,Locality Information,"",Verbatim longitude,localityGroupList > localityGroup,vLongitude,string,n,n,y,"",""
new,anthro collectionobject ext.locality vCoordinates,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vCoordinates,Locality Information,Locality,TRS,localityGroupList > localityGroup,vCoordinates,string,n,n,y,"",""
old,anthro collectionobject ext.locality vCoordinates,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vCoordinates,Locality Information,"",TRS,localityGroupList > localityGroup,vCoordinates,string,n,n,y,"",""
new,anthro collectionobject ext.locality vOtherCoords,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vOtherCoords,Locality Information,Locality,Other coords,localityGroupList > localityGroup,vOtherCoords,string,n,n,y,"",""
old,anthro collectionobject ext.locality vOtherCoords,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vOtherCoords,Locality Information,"",Other coords,localityGroupList > localityGroup,vOtherCoords,string,n,n,y,"",""
new,anthro collectionobject ext.locality vCoordSys,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vCoordSys,Locality Information,Locality,Other coords system,localityGroupList > localityGroup,vCoordSys,string,n,n,y,vocabulary: vcoordsys,""
old,anthro collectionobject ext.locality vCoordSys,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vCoordSys,Locality Information,"",Other coords system,localityGroupList > localityGroup,vCoordSys,string,n,n,y,vocabulary: vcoordsys,""
new,anthro collectionobject ext.locality decimalLatitude,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.decimalLatitude,Locality Information,Locality,Decimal latitude,localityGroupList > localityGroup,decimalLatitude,float,n,n,y,"",""
old,anthro collectionobject ext.locality decimalLatitude,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.decimalLatitude,Locality Information,"",Decimal latitude,localityGroupList > localityGroup,decimalLatitude,float,n,n,y,"",""
new,anthro collectionobject ext.locality decimalLongitude,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.decimalLongitude,Locality Information,Locality,Decimal longitude,localityGroupList > localityGroup,decimalLongitude,float,n,n,y,"",""
old,anthro collectionobject ext.locality decimalLongitude,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.decimalLongitude,Locality Information,"",Decimal longitude,localityGroupList > localityGroup,decimalLongitude,float,n,n,y,"",""
new,anthro collectionobject ext.locality geodeticDatum,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geodeticDatum,Locality Information,Locality,Datum,localityGroupList > localityGroup,geodeticDatum,string,n,n,y,option list: geodeticDatums,"ADG66, NAD27, NAD83, NAD83&amp;WGS84, Not Recorded, WGS84"
old,anthro collectionobject ext.locality geodeticDatum,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geodeticDatum,Locality Information,"",Datum,localityGroupList > localityGroup,geodeticDatum,string,n,n,y,option list: geodeticDatums,"ADG66, NAD27, NAD83, NAD83&amp;WGS84, Not Recorded, WGS84"
new,anthro collectionobject ext.locality coordUncertainty,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.coordUncertainty,Locality Information,Locality,Coord uncertainty,localityGroupList > localityGroup,coordUncertainty,float,n,n,y,"",""
old,anthro collectionobject ext.locality coordUncertainty,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.coordUncertainty,Locality Information,"",Coord uncertainty,localityGroupList > localityGroup,coordUncertainty,float,n,n,y,"",""
new,anthro collectionobject ext.locality coordUncertaintyUnit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.coordUncertaintyUnit,Locality Information,Locality,Coord uncertainty unit,localityGroupList > localityGroup,coordUncertaintyUnit,string,n,n,y,option list: coordUncertaintyUnits,"feet, kilometers, meters, miles, unknown"
old,anthro collectionobject ext.locality coordUncertaintyUnit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.coordUncertaintyUnit,Locality Information,"",Coord uncertainty unit,localityGroupList > localityGroup,coordUncertaintyUnit,string,n,n,y,option list: coordUncertaintyUnits,"feet, kilometers, meters, miles, unknown"
new,anthro collectionobject ext.locality vDepth,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vDepth,Locality Information,Locality > Depth,Depth verbatim,localityGroupList > localityGroup,vDepth,string,n,n,y,"",""
old,anthro collectionobject ext.locality vDepth,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vDepth,Locality Information,Depth,Depth verbatim,localityGroupList > localityGroup,vDepth,string,n,n,y,"",""
new,anthro collectionobject ext.locality minDepth,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.minDepth,Locality Information,Locality > Depth,Depth min,localityGroupList > localityGroup,minDepth,float,n,n,y,"",""
old,anthro collectionobject ext.locality minDepth,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.minDepth,Locality Information,Depth,Depth min,localityGroupList > localityGroup,minDepth,float,n,n,y,"",""
new,anthro collectionobject ext.locality maxDepth,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.maxDepth,Locality Information,Locality > Depth,Depth max,localityGroupList > localityGroup,maxDepth,float,n,n,y,"",""
old,anthro collectionobject ext.locality maxDepth,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.maxDepth,Locality Information,Depth,Depth max,localityGroupList > localityGroup,maxDepth,float,n,n,y,"",""
new,anthro collectionobject ext.locality depthUnit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.depthUnit,Locality Information,Locality > Depth,Depth unit,localityGroupList > localityGroup,depthUnit,string,n,n,y,option list: depthUnits,"centimeters, fathoms, feet, furlongs, inches, kilometers, meters, miles, rods, uncertain"
old,anthro collectionobject ext.locality depthUnit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.depthUnit,Locality Information,Depth,Depth unit,localityGroupList > localityGroup,depthUnit,string,n,n,y,option list: depthUnits,"centimeters, fathoms, feet, furlongs, inches, kilometers, meters, miles, rods, uncertain"
new,anthro collectionobject ext.locality vElevation,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vElevation,Locality Information,Locality > Elevation,Elevation verbatim,localityGroupList > localityGroup,vElevation,string,n,n,y,"",""
old,anthro collectionobject ext.locality vElevation,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vElevation,Locality Information,Elevation,Elevation verbatim,localityGroupList > localityGroup,vElevation,string,n,n,y,"",""
new,anthro collectionobject ext.locality minElevation,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.minElevation,Locality Information,Locality > Elevation,Elevation min,localityGroupList > localityGroup,minElevation,float,n,n,y,"",""
old,anthro collectionobject ext.locality minElevation,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.minElevation,Locality Information,Elevation,Elevation min,localityGroupList > localityGroup,minElevation,float,n,n,y,"",""
new,anthro collectionobject ext.locality maxElevation,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.maxElevation,Locality Information,Locality > Elevation,Elevation max,localityGroupList > localityGroup,maxElevation,float,n,n,y,"",""
old,anthro collectionobject ext.locality maxElevation,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.maxElevation,Locality Information,Elevation,Elevation max,localityGroupList > localityGroup,maxElevation,float,n,n,y,"",""
new,anthro collectionobject ext.locality elevationUnit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.elevationUnit,Locality Information,Locality > Elevation,Elevation unit,localityGroupList > localityGroup,elevationUnit,string,n,n,y,option list: elevationUnits,"feet, meters, uncertain"
old,anthro collectionobject ext.locality elevationUnit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.elevationUnit,Locality Information,Elevation,Elevation unit,localityGroupList > localityGroup,elevationUnit,string,n,n,y,option list: elevationUnits,"feet, meters, uncertain"
new,anthro collectionobject ext.locality vDistanceAboveSurface,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vDistanceAboveSurface,Locality Information,Locality > Distance above surface,Distance above surface verbatim,localityGroupList > localityGroup,vDistanceAboveSurface,string,n,n,y,"",""
old,anthro collectionobject ext.locality vDistanceAboveSurface,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.vDistanceAboveSurface,Locality Information,Distance above surface,Distance above surface verbatim,localityGroupList > localityGroup,vDistanceAboveSurface,string,n,n,y,"",""
new,anthro collectionobject ext.locality minDistanceAboveSurface,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.minDistanceAboveSurface,Locality Information,Locality > Distance above surface,Distance above surface min,localityGroupList > localityGroup,minDistanceAboveSurface,float,n,n,y,"",""
old,anthro collectionobject ext.locality minDistanceAboveSurface,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.minDistanceAboveSurface,Locality Information,Distance above surface,Distance above surface min,localityGroupList > localityGroup,minDistanceAboveSurface,float,n,n,y,"",""
new,anthro collectionobject ext.locality maxDistanceAboveSurface,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.maxDistanceAboveSurface,Locality Information,Locality > Distance above surface,Distance above surface max,localityGroupList > localityGroup,maxDistanceAboveSurface,float,n,n,y,"",""
old,anthro collectionobject ext.locality maxDistanceAboveSurface,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.maxDistanceAboveSurface,Locality Information,Distance above surface,Distance above surface max,localityGroupList > localityGroup,maxDistanceAboveSurface,float,n,n,y,"",""
new,anthro collectionobject ext.locality distanceAboveSurfaceUnit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.distanceAboveSurfaceUnit,Locality Information,Locality > Distance above surface,Distance above surface unit,localityGroupList > localityGroup,distanceAboveSurfaceUnit,string,n,n,y,option list: distanceAboveSurfaceUnits,"centimeters, fathoms, feet, furlongs, inches, kilometers, meters, miles, rods, uncertain"
old,anthro collectionobject ext.locality distanceAboveSurfaceUnit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.distanceAboveSurfaceUnit,Locality Information,Distance above surface,Distance above surface unit,localityGroupList > localityGroup,distanceAboveSurfaceUnit,string,n,n,y,option list: distanceAboveSurfaceUnits,"centimeters, fathoms, feet, furlongs, inches, kilometers, meters, miles, rods, uncertain"
new,anthro collectionobject ext.locality localityNote,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.localityNote,Locality Information,Locality,Locality note,localityGroupList > localityGroup,localityNote,string,n,n,y,"",""
old,anthro collectionobject ext.locality localityNote,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.localityNote,Locality Information,"",Locality note,localityGroupList > localityGroup,localityNote,string,n,n,y,"",""
new,anthro collectionobject ext.locality localitySource,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.localitySource,Locality Information,Locality,Locality source,localityGroupList > localityGroup,localitySource,string,n,n,y,"",""
old,anthro collectionobject ext.locality localitySource,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.localitySource,Locality Information,"",Locality source,localityGroupList > localityGroup,localitySource,string,n,n,y,"",""
new,anthro collectionobject ext.locality localitySourceDetail,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.localitySourceDetail,Locality Information,Locality,Locality source detail,localityGroupList > localityGroup,localitySourceDetail,string,n,n,y,"",""
old,anthro collectionobject ext.locality localitySourceDetail,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.localitySourceDetail,Locality Information,"",Locality source detail,localityGroupList > localityGroup,localitySourceDetail,string,n,n,y,"",""
