status,fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
new,anthro collectionobject ext.locality pointRadiusSpatialFit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.pointRadiusSpatialFit,Locality Information,Locality > Georeference Detail,Pt. radius sp. fit,localityGroupList > localityGroup,pointRadiusSpatialFit,string,n,n,y,"",""
old,anthro collectionobject ext.locality pointRadiusSpatialFit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.pointRadiusSpatialFit,Locality Information,Georeference Detail,Pt. radius sp. fit,localityGroupList > localityGroup,pointRadiusSpatialFit,string,n,n,y,"",""
new,anthro collectionobject ext.locality footprintWKT,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.footprintWKT,Locality Information,Locality > Georeference Detail,Footprint WKT,localityGroupList > localityGroup,footprintWKT,string,n,n,y,"",""
old,anthro collectionobject ext.locality footprintWKT,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.footprintWKT,Locality Information,Georeference Detail,Footprint WKT,localityGroupList > localityGroup,footprintWKT,string,n,n,y,"",""
new,anthro collectionobject ext.locality footprintSRS,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.footprintSRS,Locality Information,Locality > Georeference Detail,Footprint SRS,localityGroupList > localityGroup,footprintSRS,string,n,n,y,"",""
old,anthro collectionobject ext.locality footprintSRS,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.footprintSRS,Locality Information,Georeference Detail,Footprint SRS,localityGroupList > localityGroup,footprintSRS,string,n,n,y,"",""
new,anthro collectionobject ext.locality footprintSpatialFit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.footprintSpatialFit,Locality Information,Locality > Georeference Detail,Footprint sp. fit,localityGroupList > localityGroup,footprintSpatialFit,string,n,n,y,"",""
old,anthro collectionobject ext.locality footprintSpatialFit,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.footprintSpatialFit,Locality Information,Georeference Detail,Footprint sp. fit,localityGroupList > localityGroup,footprintSpatialFit,string,n,n,y,"",""
new,anthro collectionobject ext.locality coordPrecision,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.coordPrecision,Locality Information,Locality > Georeference Detail,Coord precision,localityGroupList > localityGroup,coordPrecision,string,n,n,y,"",""
old,anthro collectionobject ext.locality coordPrecision,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.coordPrecision,Locality Information,Georeference Detail,Coord precision,localityGroupList > localityGroup,coordPrecision,string,n,n,y,"",""
new,anthro collectionobject ext.locality geoRefencedBy,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefencedBy,Locality Information,Locality > Georeference Detail,Georeference by,localityGroupList > localityGroup,geoRefencedBy,string,n,n,y,"",""
old,anthro collectionobject ext.locality geoRefencedBy,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefencedBy,Locality Information,Georeference Detail,Georeference by,localityGroupList > localityGroup,geoRefencedBy,string,n,n,y,"",""
new,anthro collectionobject ext.locality geoRefDateGroup,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefDateGroup,Locality Information,Locality > Georeference Detail,Georeference date,localityGroupList > localityGroup,geoRefDateGroup,structured date group,n,n,y,"",""
old,anthro collectionobject ext.locality geoRefDateGroup,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefDateGroup,Locality Information,Georeference Detail,Georeference date,localityGroupList > localityGroup,geoRefDateGroup,structured date group,n,n,y,"",""
new,anthro collectionobject ext.locality geoRefProtocol,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefProtocol,Locality Information,Locality > Georeference Detail,Georeference protocol,localityGroupList > localityGroup,geoRefProtocol,string,n,n,y,option list: georefProtocols,"biogeomancer, chapman-wieczorek-2006-guide-best-practices-georeferencing, georeferencing-dummies, manis-herpnet-ornis-georeferencing-guidelines"
old,anthro collectionobject ext.locality geoRefProtocol,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefProtocol,Locality Information,Georeference Detail,Georeference protocol,localityGroupList > localityGroup,geoRefProtocol,string,n,n,y,option list: georefProtocols,"biogeomancer, chapman-wieczorek-2006-guide-best-practices-georeferencing, georeferencing-dummies, manis-herpnet-ornis-georeferencing-guidelines"
new,anthro collectionobject ext.locality geoRefSource,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefSource,Locality Information,Locality > Georeference Detail,Georeference source,localityGroupList > localityGroup,geoRefSource,string,n,n,y,"",""
old,anthro collectionobject ext.locality geoRefSource,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefSource,Locality Information,Georeference Detail,Georeference source,localityGroupList > localityGroup,geoRefSource,string,n,n,y,"",""
new,anthro collectionobject ext.locality geoRefVerificationStatus,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefVerificationStatus,Locality Information,Locality > Georeference Detail,Georeference verification,localityGroupList > localityGroup,geoRefVerificationStatus,string,n,n,y,option list: georefVerificationStatuses,"unverified, verified-contributor, verified-data-custodian"
old,anthro collectionobject ext.locality geoRefVerificationStatus,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefVerificationStatus,Locality Information,Georeference Detail,Georeference verification,localityGroupList > localityGroup,geoRefVerificationStatus,string,n,n,y,option list: georefVerificationStatuses,"unverified, verified-contributor, verified-data-custodian"
new,anthro collectionobject ext.locality geoRefRemarks,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefRemarks,Locality Information,Locality > Georeference Detail,Georeference note,localityGroupList > localityGroup,geoRefRemarks,string,n,n,y,"",""
old,anthro collectionobject ext.locality geoRefRemarks,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefRemarks,Locality Information,Georeference Detail,Georeference note,localityGroupList > localityGroup,geoRefRemarks,string,n,n,y,"",""
new,anthro collectionobject ext.locality geoRefPlaceName,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefPlaceName,Locality Information,Locality > Georeference Detail,Georeference place name,localityGroupList > localityGroup,geoRefPlaceName,string,n,n,y,"",""
old,anthro collectionobject ext.locality geoRefPlaceName,anthro,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.geoRefPlaceName,Locality Information,Georeference Detail,Georeference place name,localityGroupList > localityGroup,geoRefPlaceName,string,n,n,y,"",""
new,anthro conservation ns2:conservation_common sampleReturned,anthro,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleReturned,Object Analysis Information,Destructive analysis,Destructive analysis sample returned,destAnalysisGroupList > destAnalysisGroup,sampleReturned,boolean,n,n,y,"",""
old,anthro conservation ns2:conservation_common sampleReturned,anthro,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleReturned,Object Analysis Information,Destructive analysis,field.conservation_common.sampleReturned,destAnalysisGroupList > destAnalysisGroup,sampleReturned,boolean,n,n,y,"",""
new,anthro location ns2:locations_common conditionNote,anthro,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,Condition note,Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"",""
old,anthro location ns2:locations_common conditionNote,anthro,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,"",Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"",""
new,anthro location ns2:locations_common conditionNoteDate,anthro,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,Condition note,Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"",""
old,anthro location ns2:locations_common conditionNoteDate,anthro,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,"",Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"",""
new,anthro media ext.dimension measuredPart,anthro,media,ns2:media_common,ext.dimension,ext.dimension.measuredPart,Media Handling Information,Dimensions,Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
old,anthro media ext.dimension measuredPart,anthro,media,ns2:media_common,ext.dimension,ext.dimension.measuredPart,Media Handling Information,"",Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
new,anthro media ext.dimension dimensionSummary,anthro,media,ns2:media_common,ext.dimension,ext.dimension.dimensionSummary,Media Handling Information,Dimensions,Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
old,anthro media ext.dimension dimensionSummary,anthro,media,ns2:media_common,ext.dimension,ext.dimension.dimensionSummary,Media Handling Information,"",Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
new,anthro media ext.dimension dimension,anthro,media,ns2:media_common,ext.dimension,ext.dimension.dimension,Media Handling Information,Dimensions > Measurement,Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
old,anthro media ext.dimension dimension,anthro,media,ns2:media_common,ext.dimension,ext.dimension.dimension,Media Handling Information,"",Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
new,anthro media ext.dimension measuredBy,anthro,media,ns2:media_common,ext.dimension,ext.dimension.measuredBy,Media Handling Information,Dimensions > Measurement,Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
old,anthro media ext.dimension measuredBy,anthro,media,ns2:media_common,ext.dimension,ext.dimension.measuredBy,Media Handling Information,"",Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
new,anthro media ext.dimension measurementMethod,anthro,media,ns2:media_common,ext.dimension,ext.dimension.measurementMethod,Media Handling Information,Dimensions > Measurement,Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
old,anthro media ext.dimension measurementMethod,anthro,media,ns2:media_common,ext.dimension,ext.dimension.measurementMethod,Media Handling Information,"",Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
new,anthro media ext.dimension value,anthro,media,ns2:media_common,ext.dimension,ext.dimension.value,Media Handling Information,Dimensions > Measurement,Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
old,anthro media ext.dimension value,anthro,media,ns2:media_common,ext.dimension,ext.dimension.value,Media Handling Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
new,anthro media ext.dimension measurementUnit,anthro,media,ns2:media_common,ext.dimension,ext.dimension.measurementUnit,Media Handling Information,Dimensions > Measurement,Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
old,anthro media ext.dimension measurementUnit,anthro,media,ns2:media_common,ext.dimension,ext.dimension.measurementUnit,Media Handling Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
new,anthro media ext.dimension valueQualifier,anthro,media,ns2:media_common,ext.dimension,ext.dimension.valueQualifier,Media Handling Information,Dimensions > Measurement,Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
old,anthro media ext.dimension valueQualifier,anthro,media,ns2:media_common,ext.dimension,ext.dimension.valueQualifier,Media Handling Information,"",Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
new,anthro media ext.dimension valueDate,anthro,media,ns2:media_common,ext.dimension,ext.dimension.valueDate,Media Handling Information,Dimensions > Measurement,Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
old,anthro media ext.dimension valueDate,anthro,media,ns2:media_common,ext.dimension,ext.dimension.valueDate,Media Handling Information,"",Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
new,anthro media ext.dimension measuredPartNote,anthro,media,ns2:media_common,ext.dimension,ext.dimension.measuredPartNote,Media Handling Information,Dimensions,Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
old,anthro media ext.dimension measuredPartNote,anthro,media,ns2:media_common,ext.dimension,ext.dimension.measuredPartNote,Media Handling Information,"",Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
new,anthro media not-mapped mediaFileURI,anthro,media,not-mapped,not-mapped,not-mapped.mediaFileURI,"","","","",mediaFileURI,string,n,n,n/a,"",""
old,anthro media not-mapped mediaFileURI,anthro,media,not-mapped,not-mapped,not-mapped.mediaFileURI,,"",field.not-mapped.mediaFileURI,"",mediaFileURI,string,n,n,n/a,"",""
new,anthro place ext.address addressPlace1,anthro,place,ns2:places_common,ext.address,ext.address.addressPlace1,Place Information,Address,Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
old,anthro place ext.address addressPlace1,anthro,place,ns2:places_common,ext.address,ext.address.addressPlace1,Place Information,"",Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
new,anthro place ext.address addressPlace2,anthro,place,ns2:places_common,ext.address,ext.address.addressPlace2,Place Information,Address,Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
old,anthro place ext.address addressPlace2,anthro,place,ns2:places_common,ext.address,ext.address.addressPlace2,Place Information,"",Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
